PassengerId,Pclass,SibSp,Parch,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Age_scaled,Fare_scaled
951,1,0,0,1,0,0,1,0,0.4213780639704605,4.065376537652154
952,3,0,0,0,0,1,0,1,-1.0206390341737333,-0.49574809157492095
953,2,0,0,0,0,1,0,1,0.11779551699273551,-0.3953019464789195
954,3,0,0,0,0,1,0,1,-0.9447433974293019,-0.49836131878933104
955,3,0,0,0,1,0,1,0,-0.641160850451577,-0.49880940301676757
956,1,2,2,1,0,0,0,1,-1.3242215811514582,4.065376537652154
957,2,0,0,0,0,1,1,0,0.38137066861454766,-0.2608766782479479
958,3,0,0,0,1,0,1,0,-0.9447433974293019,-0.4960456195019388
959,1,0,0,0,0,1,0,1,1.2562300681592042,0.12268342043775764
960,1,0,0,1,0,0,0,1,0.04189988024830426,-0.12577928367582145
961,1,1,4,0,0,1,1,0,2.24287334583681,4.076578643338069
962,3,0,0,0,1,0,1,0,-0.48936957696271444,-0.49836131878933104
963,3,0,0,0,0,1,0,1,-0.7170564871960082,-0.49574809157492095
964,3,0,0,0,0,1,1,0,-0.10989139324055823,-0.495224729197275
965,1,0,0,1,0,0,0,1,-0.14783921161277386,-0.1404172992177194
966,1,0,0,1,0,0,1,0,0.34548242722602923,3.15352513481873
967,1,0,0,1,0,0,0,1,0.15574333536495114,3.15352513481873
968,3,0,0,0,0,1,0,1,0.019565826784205844,-0.4929843080600922
969,1,2,0,0,0,1,1,0,1.863395162114654,-0.1766368434898724
970,2,0,0,0,0,1,0,1,-0.03399575649612698,-0.40426363102765095
971,3,0,0,0,1,0,1,0,-0.48936957696271444,-0.49836131878933104
972,3,1,1,1,0,0,0,1,-1.855491038362477,-0.36401132870856884
973,1,1,0,0,0,1,0,1,2.774142803047829,3.3377630304453705
974,1,0,0,0,0,1,0,1,1.4080213416480667,-0.17125983276063353
975,3,0,0,0,0,1,0,1,-0.1897938518655354,-0.49574809157492095
976,2,0,0,0,1,0,0,1,0.31450088463799936,-0.4453386159883066
977,3,1,0,1,0,0,0,1,-0.7322239167054996,-0.3781994676861204
978,3,0,0,0,1,0,1,0,-0.2616826667294207,-0.4960456195019388
979,3,0,0,0,0,1,1,0,-0.9447433974293019,-0.4929843080600922
980,3,0,0,0,1,0,1,0,0.36793420076489447,-0.49836131878933104
981,2,1,1,0,0,1,0,1,-2.159073585340202,-0.22502994005302215
982,3,1,0,0,0,1,1,0,-0.641160850451577,-0.3881325988399344
983,3,0,0,0,0,1,0,1,-0.2225619372377004,-0.4979132345618945
984,1,1,2,0,0,1,1,0,-0.2616826667294207,0.2947477637734013
985,3,0,0,0,0,1,0,1,0.019565826784205844,-0.4929843080600922
986,1,0,0,1,0,0,0,1,-0.4134739402182832,-0.17125983276063353
987,3,0,0,0,0,1,0,1,-0.4134739402182832,-0.49754042848466723
988,1,1,0,0,0,1,1,0,3.4572035337477103,0.7759902240402794
989,3,0,0,0,0,1,0,1,-0.10989139324055823,-0.495224729197275
990,3,0,0,0,0,1,1,0,-0.7929521239404395,-0.49649370372937546
991,3,0,0,0,0,1,0,1,0.19369115373716675,-0.4929843080600922
992,1,1,0,1,0,0,1,0,0.9526475211814792,0.3564346231961392
993,2,1,0,0,0,1,0,1,-0.2616826667294207,-0.17125983276063353
994,3,0,0,0,1,0,0,1,0.36793420076489447,-0.49836131878933104
995,3,0,0,0,0,1,0,1,-0.337578303473852,-0.4979132345618945
996,3,1,1,1,0,0,1,0,-1.0965346709181645,-0.48461947170230624
997,3,0,0,0,0,1,0,1,-0.18578702998498947,-0.23354354037431704
998,3,0,0,0,1,0,0,1,-0.7170564871960082,-0.4970923442572307
999,3,0,0,0,1,0,0,1,0.36793420076489447,-0.49836131878933104
1000,3,0,0,0,0,1,0,1,-0.10663253669302307,-0.481110076033023
1001,2,0,0,0,0,1,0,1,-0.9067955790570863,-0.40426363102765095
1002,2,0,0,1,0,0,0,1,0.8008562476926168,-0.3675960025280614
1003,3,0,0,0,1,0,1,0,-0.2225619372377004,-0.49783795641168516
1004,1,0,0,1,0,0,1,0,0.4213780639704605,-0.06946943498232233
1005,3,0,0,0,1,0,1,0,-0.9067955790570863,-0.5067261551471169
1006,1,1,0,0,0,1,1,0,2.4705602560701037,3.3377630304453705
1007,3,1,0,1,0,0,0,1,-0.9447433974293019,-0.3781994676861204
1008,3,0,0,1,0,0,0,1,0.4486359819072229,-0.521885740729751
1009,3,1,1,0,0,1,1,0,-2.2349692220846333,-0.3379471653670383
1010,1,0,0,1,0,0,0,1,0.4213780639704605,0.7113173313259041
1011,2,1,0,0,0,1,1,0,-0.10989139324055823,-0.17125983276063353
1012,2,0,0,0,0,1,1,0,-1.4001172178958894,-0.354974366009628
1013,3,1,0,0,1,0,0,1,0.04899079824286367,-0.49836131878933104
1014,1,1,0,1,0,0,1,0,0.34548242722602923,0.39780713608381285
1015,3,0,0,0,0,1,0,1,-0.18578702998498947,-0.5073230033380625
1016,3,0,0,0,1,0,0,1,0.36793420076489447,-0.49836131878933104
1017,3,0,1,0,0,1,1,0,-1.0206390341737333,-0.348701186825516
1018,3,0,0,0,0,1,0,1,-0.641160850451577,-0.49754042848466723
1019,3,2,0,0,1,0,1,0,-0.5415386565017379,-0.22054909777865644
1020,2,0,0,0,0,1,0,1,0.876751884437048,-0.40426363102765095
1021,3,0,0,0,0,1,0,1,-0.48936957696271444,-0.4929843080600922
1022,3,0,0,0,0,1,0,1,0.11779551699273551,-0.4929843080600922
1023,1,0,0,1,0,0,0,1,1.7116038886257916,-0.12645141001697632
1024,3,0,4,0,0,1,1,0,0.7070917964442441,-0.1808183655003105
1025,3,1,0,1,0,0,0,1,-0.08893787286269991,-0.521885740729751
1026,3,0,0,0,0,1,0,1,0.9526475211814792,-0.49574809157492095
1027,3,0,0,0,0,1,0,1,-0.48936957696271444,-0.49649370372937546
1028,3,0,0,1,0,0,0,1,-0.29963048510163637,-0.507771087565499
1029,2,0,0,0,0,1,0,1,-0.337578303473852,-0.40426363102765095
1030,3,0,0,0,0,1,1,0,-0.5652652137071457,-0.4929843080600922
1031,3,1,6,0,0,1,0,1,0.7249606109481854,0.2033385813763406
1032,3,5,2,0,0,1,1,0,-1.5519084913847518,0.2033385813763406
1033,1,0,0,0,0,1,1,0,0.19369115373716675,2.0790191574258308
1034,1,1,3,1,0,0,0,1,2.3187689825812416,4.065376537652154
1035,2,0,0,0,0,1,0,1,-0.18578702998498947,-0.17125983276063353
1036,1,0,0,0,0,1,0,1,0.876751884437048,-0.16140197975702894
1037,3,3,0,0,0,1,0,1,0.04189988024830426,-0.31464678554033654
1038,1,0,0,0,0,1,0,1,1.4626978835206677,0.29228330052250007
1039,3,0,0,0,0,1,0,1,-0.641160850451577,-0.4929843080600922
1040,1,0,0,0,0,1,0,1,1.4762825832814062,-0.16140197975702894
1041,2,1,1,0,0,1,0,1,-0.03399575649612698,-0.17125983276063353
1042,1,0,1,1,0,0,1,0,-0.5652652137071457,0.8532094751228788
1043,3,0,0,1,0,0,0,1,-0.1897938518655354,-0.49574809157492095
1044,3,0,0,0,0,1,0,1,2.280821164209026,-0.5386888992586225
1045,3,0,2,0,0,1,1,0,0.4213780639704605,-0.41890164656954887
1046,3,4,2,0,0,1,0,1,-1.3242215811514582,-0.07469768174805229
1047,3,0,0,0,0,1,0,1,-0.48936957696271444,-0.5019459926088236
1048,1,0,0,0,0,1,1,0,-0.10989139324055823,3.3377630304453705
1049,3,0,0,0,0,1,1,0,-0.5652652137071457,-0.49649370372937546
1050,1,0,0,0,0,1,0,1,0.876751884437048,-0.16140197975702894
1051,3,0,2,0,0,1,1,0,-0.337578303473852,-0.3903730199771172
1052,3,0,0,0,1,0,1,0,-0.8008770608167584,-0.4986606390532587
1053,3,1,1,1,0,0,0,1,-1.7795954016180457,-0.36401132870856884
1054,2,0,0,0,0,1,1,0,-0.337578303473852,-0.3953019464789195
1055,3,0,0,0,0,1,0,1,0.35315050769147055,-0.5118038456124282
1056,2,0,0,0,0,1,0,1,0.8008562476926168,-0.40426363102765095
1057,3,1,1,0,0,1,1,0,-0.337578303473852,-0.2425052249230485
1058,1,0,0,1,0,0,0,1,1.3321257049036355,0.26778743197699767
1059,3,2,2,0,0,1,0,1,-0.9447433974293019,-0.021151616569381932
1060,1,0,0,1,0,0,1,0,0.8160420901082234,-0.1404172992177194
1061,3,0,0,0,0,1,1,0,-0.641160850451577,-0.47662923375865734
1062,3,0,0,0,0,1,0,1,0.05012579269607024,-0.5019459926088236
1063,3,0,0,1,0,0,0,1,-0.2616826667294207,-0.507771087565499
1064,3,1,0,0,0,1,0,1,-0.5652652137071457,-0.3881325988399344
1065,3,0,0,1,0,0,0,1,-0.5746529831850655,-0.5076958094152897
1066,3,1,5,0,0,1,0,1,0.7249606109481854,-0.07469768174805229
1067,2,0,2,0,0,1,1,0,-1.1724303076625957,0.06174396550638388
1068,2,0,0,0,0,1,1,0,-0.7929521239404395,0.0214163850370924
1069,1,1,0,1,0,0,0,1,1.7874995253702228,0.3564346231961392
1070,2,0,3,0,0,1,1,0,0.4213780639704605,0.06174396550638388
1071,1,0,2,1,0,0,1,0,2.546455892814535,0.8532094751228788
1072,2,0,0,0,0,1,0,1,-0.03399575649612698,-0.40426363102765095
1073,1,1,1,1,0,0,0,1,0.49727370071489174,0.8532094751228788
1074,1,1,0,0,0,1,1,0,-0.9447433974293019,0.31446346978061046
1075,3,0,0,0,1,0,0,1,0.36793420076489447,-0.49836131878933104
1076,1,1,1,1,0,0,1,0,-0.2616826667294207,3.7991392284046213
1077,2,0,0,0,0,1,0,1,0.7249606109481854,-0.3504935237352623
1078,2,0,1,0,0,1,1,0,-0.7170564871960082,-0.2608766782479479
1079,3,2,0,0,0,1,0,1,-1.0206390341737333,-0.4929843080600922
1080,3,8,2,0,0,1,1,0,-1.4858893848265207,0.6093028914338747
1081,2,0,0,0,0,1,0,1,0.7249606109481854,-0.40426363102765095
1082,2,1,0,0,0,1,0,1,0.269586790481598,-0.17125983276063353
1083,1,0,0,0,0,1,0,1,2.0715383585985907,-0.17125983276063353
1084,3,1,1,0,0,1,0,1,-1.4380650362681051,-0.37737857738145664
1085,2,0,0,0,1,0,0,1,2.3187689825812416,-0.41591382094100177
1086,2,0,2,0,0,1,0,1,-1.7036997648736143,-0.054757933627124826
1087,3,0,0,0,0,1,0,1,0.19369115373716675,-0.49649370372937546
1088,1,0,2,1,0,0,0,1,-1.855491038362477,1.7734257143140886
1089,3,0,0,0,0,1,1,0,-0.9447433974293019,-0.4979132345618945
1090,2,0,0,0,0,1,0,1,-0.5652652137071457,-0.44907205377130816
1091,3,0,0,0,0,1,1,0,-0.5291060741294646,-0.49186409749150073
1092,3,0,0,0,1,0,1,0,-0.23824048475260257,-0.35945520828399374
1093,3,0,2,0,0,1,0,1,-2.285819298703402,-0.3791709142912029
1094,1,1,0,1,0,0,0,1,1.2562300681592042,3.440747124605573
1095,2,1,1,0,0,1,1,0,-1.7036997648736143,-0.17125983276063353
1096,2,0,0,0,0,1,0,1,-0.4134739402182832,-0.44907205377130816
1097,1,0,0,1,0,0,0,1,1.3171079009588065,-0.17588943899850817
1098,3,0,0,0,1,0,1,0,0.34548242722602923,-0.49836131878933104
1099,2,0,0,0,0,1,0,1,-0.48936957696271444,-0.44907205377130816
1100,1,0,0,1,0,0,1,0,0.19369115373716675,-0.1404172992177194
1101,3,0,0,0,0,1,0,1,-0.4134739402182832,-0.49574809157492095
1102,3,0,0,0,0,1,0,1,0.11779551699273551,-0.23354354037431704
1103,3,0,0,0,0,1,0,1,-0.19574931996611872,-0.510907677157555
1104,2,0,0,0,0,1,0,1,-1.0206390341737333,0.6801001993688531
1105,2,1,0,0,0,1,1,0,2.24287334583681,-0.17125983276063353
1106,3,4,2,0,0,1,1,0,0.573169337459323,-0.4979132345618945
1107,1,0,0,0,0,1,0,1,0.876751884437048,0.12447575734750395
1108,3,0,0,0,1,0,1,0,-0.6123119141558306,-0.4960456195019388
1109,1,1,1,0,0,1,0,1,2.0151864356035167,2.3176992866860147
1110,1,1,1,1,0,0,1,0,1.483916978392498,3.15352513481873
1111,3,0,0,0,0,1,0,1,0.019565826784205844,-0.4929843080600922
1112,2,1,0,1,0,0,1,0,-0.03399575649612698,-0.3888800033312986
1113,3,0,0,0,0,1,0,1,-0.7170564871960082,-0.4929843080600922
1114,2,0,0,0,0,1,1,0,-0.641160850451577,-0.44907205377130816
1115,3,0,0,0,0,1,0,1,-0.7170564871960082,-0.49754042848466723
1116,1,0,0,1,0,0,1,0,1.7116038886257916,-0.14534622571952174
1117,3,0,2,1,0,0,1,0,-0.3873348504598615,-0.36401132870856884
1118,3,0,0,0,0,1,0,1,-0.5652652137071457,-0.49754042848466723
1119,3,0,0,0,1,0,1,0,0.36793420076489447,-0.49836131878933104
1120,3,0,0,0,0,1,0,1,0.7629084293204011,-0.3666245559229789
1121,2,0,0,0,0,1,0,1,0.4213780639704605,-0.40426363102765095
1122,2,0,0,0,0,1,0,1,-1.248325944407027,0.5277515620404187
1123,1,0,0,0,0,1,1,0,-0.7170564871960082,-0.16140197975702894
1124,3,1,0,0,0,1,0,1,-0.7170564871960082,-0.520840808311369
1125,3,0,0,0,1,0,0,1,-0.6123119141558306,-0.4960456195019388
1126,1,1,0,1,0,0,0,1,0.6490649742037542,0.6403694670905071
1127,3,0,0,0,0,1,0,1,-0.7929521239404395,-0.49649370372937546
1128,1,1,0,1,0,0,0,1,2.546455892814535,0.7114660952894132
1129,3,0,0,1,0,0,0,1,-0.7929521239404395,-0.507771087565499
1130,2,1,1,0,0,1,1,0,-0.9447433974293019,-0.40426363102765095
1131,1,1,0,1,0,0,1,0,1.3321257049036355,1.2702271269028185
1132,1,0,0,1,0,0,1,0,1.863395162114654,-0.1404172992177194
1133,2,0,2,0,0,1,1,0,1.1044387946703418,-0.09956635637078202
1134,1,1,1,1,0,0,0,1,1.1044387946703418,1.7734257143140886
1135,3,0,0,0,0,1,0,1,-0.44589566823557975,-0.4958968555384299
1136,3,1,2,0,0,1,0,1,-1.0868238091380558,-0.21696442395916388
1137,1,1,0,0,0,1,0,1,0.8008562476926168,0.29228330052250007
1138,2,0,0,0,0,1,1,0,-0.641160850451577,-0.2608766782479479
1139,2,1,1,0,0,1,0,1,0.876751884437048,-0.054757933627124826
1140,2,1,0,0,0,1,1,0,-0.10989139324055823,-0.17125983276063353
1141,3,1,0,1,0,0,1,0,-0.7322239167054996,-0.3781994676861204
1142,2,1,2,0,0,1,1,0,-2.2410408730241875,-0.1398939368400735
1143,3,0,0,0,0,1,0,1,-0.7929521239404395,-0.495224729197275
1144,1,1,0,1,0,0,0,1,-0.2616826667294207,1.814276657161026
1145,3,0,0,0,0,1,0,1,-0.48936957696271444,-0.47013201246082703
1146,3,0,0,0,0,1,0,1,0.15574333536495114,-0.466995422868771
1147,3,0,0,0,0,1,0,1,0.05012579269607024,-0.5019459926088236
1148,3,0,0,0,1,0,0,1,0.36793420076489447,-0.49836131878933104
1149,3,0,0,0,0,1,0,1,-0.18578702998498947,-0.4929843080600922
1150,2,0,0,0,0,1,1,0,-0.8688477606848707,-0.40426363102765095
1151,3,0,0,0,0,1,0,1,-0.7170564871960082,-0.4979132345618945
1152,3,1,0,0,0,1,0,1,0.45932588234267613,-0.3254008069988143
1153,3,0,0,0,0,1,0,1,-0.7170564871960082,-0.49649370372937546
1154,2,0,2,0,0,1,1,0,-0.10989139324055823,-0.22502994005302215
1155,3,1,1,0,0,1,1,0,-2.2349692220846333,-0.41890164656954887
1156,2,0,0,1,0,0,0,1,-0.03399575649612698,-0.4089685154157349
1157,3,0,0,0,0,1,0,1,-0.1897938518655354,-0.49574809157492095
1158,1,0,0,0,0,1,0,1,0.6365251053019342,-0.6372674292946683
1159,3,0,0,0,0,1,0,1,0.05012579269607024,-0.5019459926088236
1160,3,0,0,0,0,1,1,0,0.019565826784205844,-0.4929843080600922
1161,3,0,0,0,0,1,0,1,-1.0206390341737333,-0.48200624448789614
1162,1,0,0,1,0,0,0,1,1.180334431414773,0.7113173313259041
1163,3,0,0,0,1,0,0,1,0.36793420076489447,-0.49836131878933104
1164,1,1,0,1,0,0,1,0,-0.337578303473852,1.814276657161026
1165,3,1,0,0,1,0,1,0,0.2034299821832762,-0.35945520828399374
1166,3,0,0,1,0,0,0,1,-0.07056188401814716,-0.507771087565499
1167,2,1,0,0,0,1,1,0,-0.7929521239404395,-0.17125983276063353
1168,2,0,0,0,0,1,0,1,-0.18578702998498947,-0.44907205377130816
1169,2,1,0,0,0,1,0,1,0.7249606109481854,-0.17125983276063353
1170,2,1,0,0,0,1,0,1,-0.03399575649612698,-0.2608766782479479
1171,2,0,0,0,0,1,0,1,-0.641160850451577,-0.44907205377130816
1172,3,0,0,0,0,1,1,0,-0.5652652137071457,-0.48200624448789614
1173,3,1,1,0,0,1,0,1,-2.253943131270741,-0.3903730199771172
1174,3,0,0,0,1,0,1,0,0.36793420076489447,-0.49836131878933104
1175,3,1,1,1,0,0,1,0,-1.627804128129183,-0.36401132870856884
1176,3,1,1,0,0,1,1,0,-2.159073585340202,-0.27499133141219995
1177,3,0,0,0,0,1,0,1,0.4213780639704605,-0.5073230033380625
1178,3,0,0,0,0,1,0,1,-0.05048058252830772,-0.5073230033380625
1179,1,1,0,0,0,1,0,1,-0.48936957696271444,0.8372289992355809
1180,3,0,0,1,0,0,0,1,-0.5746529831850655,-0.5076958094152897
1181,3,0,0,0,0,1,0,1,0.019565826784205844,-0.4929843080600922
1182,1,0,0,0,0,1,0,1,0.6614285541333208,0.07249798696486162
1183,3,0,0,0,1,0,1,0,-0.03399575649612698,-0.5127000140673014
1184,3,0,0,1,0,0,0,1,-0.5746529831850655,-0.5076958094152897
1185,1,1,1,0,0,1,0,1,1.7116038886257916,0.8299090952961771
1186,3,0,0,0,0,1,0,1,0.4213780639704605,-0.466995422868771
1187,3,0,0,0,0,1,0,1,-0.337578303473852,-0.49574809157492095
1188,2,1,2,1,0,0,1,0,-2.2349692220846333,0.10797191908256012
1189,3,2,0,1,0,0,0,1,-0.5304578935370506,-0.2487031259569511
1190,1,0,0,0,0,1,0,1,-0.03399575649612698,0.1782458646398926
1191,3,0,0,0,0,1,0,1,-0.10989139324055823,-0.49649370372937546
1192,3,0,0,0,0,1,0,1,0.11779551699273551,-0.4979132345618945
1193,2,0,0,1,0,0,0,1,0.096464325470125,-0.3675960025280614
1194,2,0,1,0,0,1,0,1,0.9526475211814792,-0.2608766782479479
1195,3,0,0,0,0,1,0,1,-0.48936957696271444,-0.48200624448789614
1196,3,0,0,0,1,0,1,0,0.36793420076489447,-0.49836131878933104
1197,1,1,1,0,0,1,1,0,2.546455892814535,-0.16140197975702894
1198,1,1,2,0,0,1,0,1,-0.03399575649612698,2.0790191574258308
1199,3,0,1,0,0,1,0,1,-2.2478714803311868,-0.4696839282333904
1200,1,1,1,0,0,1,0,1,1.863395162114654,1.0385675813181108
1201,3,1,0,0,0,1,1,0,1.1044387946703418,-0.38439916105693284
1202,3,0,0,0,0,1,0,1,-0.9447433974293019,-0.48200624448789614
1203,3,0,0,1,0,0,0,1,-0.641160850451577,-0.507771087565499
1204,3,0,0,0,0,1,0,1,0.05000323027792308,-0.5014979083813871
1205,3,0,0,0,1,0,1,0,0.49727370071489174,-0.49836131878933104
1206,1,0,0,1,0,0,1,0,1.863395162114654,1.7937382685122432
1207,3,0,0,0,1,0,1,0,-1.0206390341737333,-0.4986606390532587
1208,1,1,0,1,0,0,0,1,2.0151864356035167,1.9888789495608705
1209,2,0,0,0,0,1,0,1,-0.8688477606848707,-0.44907205377130816
1210,3,0,0,0,0,1,0,1,-0.2616826667294207,-0.49649370372937546
1211,2,2,0,0,0,1,0,1,-0.641160850451577,-0.0726813027245877
1212,3,0,0,0,0,1,0,1,-0.337578303473852,-0.4979132345618945
1213,3,0,0,1,0,0,0,1,-0.4134739402182832,-0.5076958094152897
1214,2,0,0,0,0,1,0,1,-0.337578303473852,-0.40426363102765095
1215,1,0,0,0,0,1,0,1,0.19369115373716675,-0.16140197975702894
1216,1,0,0,0,0,1,1,0,0.6490649742037542,3.1506125873403925
1217,3,0,0,0,0,1,0,1,-0.5652652137071457,-0.510907677157555
1218,2,2,1,0,0,1,1,0,-1.4001172178958894,0.06174396550638388
1219,1,0,0,1,0,0,0,1,1.180334431414773,0.7822634032243916
1220,2,1,0,0,0,1,0,1,-0.10989139324055823,-0.17125983276063353
1221,2,0,0,0,0,1,0,1,-0.7170564871960082,-0.40426363102765095
1222,2,0,2,0,0,1,1,0,1.3321257049036355,0.0214163850370924
1223,1,0,0,1,0,0,0,1,0.6490649742037542,-0.10494336710002089
1224,3,0,0,1,0,0,0,1,-0.07056188401814716,-0.507771087565499
1225,3,1,1,1,0,0,1,0,-0.8688477606848707,-0.35512312997313694
1226,3,0,0,0,0,1,0,1,-0.2616826667294207,-0.49574809157492095
1227,1,0,0,0,0,1,0,1,-0.03399575649612698,-0.17125983276063353
1228,2,0,0,0,0,1,0,1,0.11779551699273551,-0.40426363102765095
1229,3,0,2,1,0,0,0,1,0.6490649742037542,-0.5076958094152897
1230,2,0,0,0,0,1,0,1,-0.4134739402182832,-0.0726813027245877
1231,3,0,0,1,0,0,0,1,-0.5746529831850655,-0.5076958094152897
1232,2,0,0,0,0,1,0,1,-0.9447433974293019,-0.44907205377130816
1233,3,0,0,0,0,1,0,1,0.11779551699273551,-0.5014226302311777
1234,3,1,9,0,0,1,0,1,0.8334532758257069,0.6093028914338747
1235,1,0,1,1,0,0,1,0,2.0910820723479477,8.54539792171321
1236,3,1,1,0,0,1,0,1,-0.3074085590814475,-0.37737857738145664
1237,3,0,0,0,0,1,1,0,-1.0965346709181645,-0.5001536556990773
1238,2,0,0,0,0,1,0,1,-0.337578303473852,-0.40426363102765095
1239,3,0,0,1,0,0,1,0,0.573169337459323,-0.5076958094152897
1240,2,0,0,0,0,1,0,1,-0.48936957696271444,-0.3953019464789195
1241,2,0,0,0,0,1,1,0,0.04189988024830426,-0.2608766782479479
1242,1,0,1,1,0,0,1,0,1.1044387946703418,0.4983267669931139
1243,2,0,0,0,0,1,0,1,-0.4134739402182832,-0.44907205377130816
1244,2,0,0,0,0,1,0,1,-0.9447433974293019,0.6801001993688531
1245,2,1,2,0,0,1,0,1,1.4080213416480667,0.5277515620404187
1246,3,1,2,0,0,1,1,0,-2.297962600582511,-0.26849411011436963
1247,1,0,0,0,0,1,0,1,1.483916978392498,-0.17125983276063353
1248,1,2,0,0,0,1,1,0,2.166977709092379,0.2854132731474426
1249,3,0,0,0,0,1,0,1,-0.6123119141558306,-0.4960456195019388
1250,3,0,0,0,1,0,0,1,0.36793420076489447,-0.49836131878933104
1251,3,1,0,0,0,1,1,0,-0.03399575649612698,-0.3585590398291206
1252,3,8,2,0,0,1,0,1,-1.2103781260348112,0.6093028914338747
1253,2,1,1,1,0,0,1,0,-0.48936957696271444,0.025972505461667416
1254,2,0,0,0,0,1,1,0,0.04189988024830426,-0.2608766782479479
1255,3,0,0,0,0,1,0,1,-0.2616826667294207,-0.48200624448789614
1256,1,1,0,1,0,0,1,0,-0.4134739402182832,0.3564346231961392
1257,3,1,9,0,0,1,1,0,0.8334532758257069,0.6093028914338747
